Data_Zone,Intermediate_Zone,Council_area,Total_population,Working_Age_population,SIMD2020v2_Rank,SIMD_2020v2_Percentile,SIMD2020v2_Vigintile,SIMD2020v2_Decile,SIMD2020v2_Quintile,SIMD2020v2_Income_Domain_Rank,SIMD2020_Employment_Domain_Rank,SIMD2020_Health_Domain_Rank,SIMD2020_Education_Domain_Rank,SIMD2020_Access_Domain_Rank,SIMD2020_Crime_Domain_Rank,SIMD2020_Housing_Domain_Rank,income_rate,income_count,employment_rate,employment_count,CIF,ALCOHOL,DRUG,SMR,DEPRESS,LBWT,EMERG,Attendance,Attainment,no_qualifications,not_participating,University,crime_count,crime_rate,overcrowded_count,nocentralheating_count,overcrowded_rate,nocentralheating_rate,drive_petrol,drive_GP,drive_post,drive_primary,drive_retail,drive_secondary,PT_GP,PT_post,PT_retail,broadband
S01011957,"Guildtown, Balbeggie and St Madoes",Perth and Kinross,998,713,4679,68,14,7,4,5603,4900,5389,4209,456,6704,4037,4%,37,4%,31,60,7,26,96,12%,0%,83,81%,5.88,70,1%,8%,*,*,34,34,5%,5%,5.640327778,2.426755556,8.203380556,2.729642857,12.03837222,15.86852273,16.77347778,22.80838889,31.69092222,51%
S01011958,"Guildtown, Balbeggie and St Madoes",Perth and Kinross,1201,699,4302,62,13,7,4,4459,4738,4865,4668,478,6479,5483,6%,77,5%,33,60,30,14,69,16%,3%,88,88%,5.44,61,2%,14%,4,34,48,13,5%,1%,6.546491105,6.161992041,6.829049625,3.817564935,7.102092697,17.72517751,14.49413975,13.94799508,16.04240871,52%
S01011959,"Guildtown, Balbeggie and St Madoes",Perth and Kinross,879,580,2678,39,8,4,2,3557,2563,3541,5067,135,4583,5552,9%,82,10%,60,95,19,0,98,22%,7%,104,90%,5.71,74,3%,17%,11,129,17,31,2%,4%,10.32716125,9.821951288,10.24256159,5.264305556,10.54447928,17.24206897,26.20424412,25.5356383,26.43256439,32%
S01011960,Errol and Inchture,Perth and Kinross,1091,670,5043,73,15,8,4,5625,4962,5734,5984,453,6729,6153,4%,40,4%,29,55,11,0,18,15%,1%,84,93%,5.79,44,0%,10%,*,*,15,17,2%,2%,5.139027431,8.296218828,2.674909601,2.681842784,10.88424252,14.20046875,23.1395054,12.86068163,38.24139963,23%
S01011961,Errol and Inchture,Perth and Kinross,817,491,4286,62,13,7,4,3931,4827,4498,4498,867,5624,5937,8%,65,5%,22,75,25,0,88,15%,0%,100,86%,5.48,66,0%,8%,6,76,28,6,4%,1%,5.051801771,8.19773842,1.428191417,2.387579365,10.18189373,14.41299065,17.62146117,6.130558583,33.22311308,0%
S01011962,Errol and Inchture,Perth and Kinross,759,466,5602,81,17,9,5,6431,6281,6647,5998,326,6611.5,6294,2%,16,2%,11,30,5,0,63,11%,5%,77,86%,5.88,34,0%,18%,*,*,19,6,3%,1%,4.942165698,5.008702762,4.684974564,4.537139303,14.2281686,17.99055921,17.7115843,17.9509048,43.22111555,54%
S01011963,Errol and Inchture,Perth and Kinross,656,368,3910,57,12,6,3,3777,4514,3836,2145,2221,6928,4024.5,9%,56,5%,19,90,40,0,101,18%,3%,95,88%,4.67,89,7%,2%,*,*,44,4,8%,1%,5.784190613,1.824310345,1.633280651,1.753018868,16.40499042,20.15759804,4.199415709,4.940220307,32.53528736,0%
S01011964,Errol and Inchture,Perth and Kinross,1030,647,4386,63,13,7,4,4711.5,4252,4295,4066,1322,4937,4666,6%,59,6%,37,60,107,15,90,18%,8%,89,89%,5.38,56,2%,3%,11,110,49,26,5%,3%,5.224689725,1.558591048,1.861660732,2.416694444,16.15611902,19.54382114,7.167014242,7.98620295,33.12260427,14%
S01011965,"Invergowrie, Longforgan and Abernyte",Perth and Kinross,806,458,5485,79,16,8,4,5241,5036,5027,5281,2712,5334,4300,4%,36,4%,19,55,23,0,81,18%,13%,84,86%,6.25,66,2%,12%,7,89,58,10,7%,1%,3.554626725,1.615138018,2.104382058,2.804285714,6.597612923,10.59807018,5.972578419,6.609981179,20.63656524,16%
S01011966,"Invergowrie, Longforgan and Abernyte",Perth and Kinross,846,479,5003,72,15,8,4,5064,5455,5532,5615,704,4725,4231,5%,41,4%,17,50,17,0,54,18%,4%,80,87%,6.24,60,1%,14%,10,122,48,25,6%,3%,3.839495249,5.675584917,2.239625891,2.460668449,8.254685273,11.84646739,18.55905285,8.525246437,33.80373515,27%
S01011967,"Invergowrie, Longforgan and Abernyte",Perth and Kinross,1182,783,4875,70,14,7,4,5197.5,5858,6032,4845,370,4720,5972,5%,54,3%,23,50,15,21,39,13%,7%,65,90%,5.77,71,4%,12%,14,122,26,19,3%,2%,5.117664502,7.811313853,3.914692641,3.335845411,10.07115368,13.57551181,25.74013817,14.31977922,39.18703644,38%
S01011968,"Invergowrie, Longforgan and Abernyte",Perth and Kinross,985,606,5851,84,17,9,5,5288,5609,4909,5082,4537,4850,3204,4%,43,3%,20,70,23,0,91,16%,5%,74,92%,5.74,54,6%,10%,11,115,80,35,8%,4%,2.425311245,1.757133534,1.224171687,2.901396761,5.399016064,9.319008621,6.770220884,4.6262751,18.1666993,0%
S01011969,Coupar Angus and Meigle,Perth and Kinross,986,591,3633,53,11,6,3,3643,3282,3755,2466,3404,5027,4221,9%,89,8%,49,85,60,17,82,23%,6%,77,82%,5.30,122,3%,5%,10,104,74,17,7%,2%,2.322016746,2.655820574,2.408552632,2.654435484,2.484767943,10.80451754,11.71632057,7.740870813,8.073923445,10%
S01011970,Coupar Angus and Meigle,Perth and Kinross,918,610,1708,25,5,3,2,1739,1599,2669,971,5960,1423,786,18%,165,14%,86,135,48,80,77,21%,5%,97,71%,4.93,146,7%,3%,38,415,198,32,20%,3%,1.589088384,2.333873737,1.92844697,2.619935345,1.673810606,9.59625,9.313227273,5.451742424,4.806575758,0%
S01011971,Coupar Angus and Meigle,Perth and Kinross,608,336,4621,67,14,7,4,4172,5196,4898,3980,1113,6759,5200,7%,44,4%,13,70,19,31,68,16%,0%,76,80%,5.85,54,3%,6%,*,*,29,8,5%,1%,4.982759965,4.875771231,4.174445407,2.202096774,5.072716638,13.45832061,12.99810659,7.976078856,9.302274697,15%
S01011972,Coupar Angus and Meigle,Perth and Kinross,1156,698,3895,56,12,6,3,4723,4318,4945,3499,379,5535,4268,6%,66,6%,39,75,30,0,77,16%,14%,64,80%,5.39,72,6%,13%,9,80,53,43,5%,4%,6.635188341,6.435038117,6.573320628,4.019271357,6.921724215,12.91755396,21.82571861,18.00508408,19.35084081,71%
S01011973,Coupar Angus and Meigle,Perth and Kinross,623,358,4622,67,14,7,4,4358,5615,5263,3712,771,6169,5676,7%,42,3%,12,50,39,0,94,19%,0%,75,79%,5.36,68,4%,15%,3,50,23,10,4%,2%,7.46199314,7.052496189,1.647839177,2.24484252,7.444996189,15.78030769,17.58211128,6.969874238,18.41760099,30%
S01011974,Coupar Angus and Meigle,Perth and Kinross,962,622,5099,74,15,8,4,5193,5371,4398,4430,1468,6321,5224,5%,44,4%,23,70,15,45,117,17%,13%,80,84%,5.47,65,0%,9%,4,43,23,24,3%,3%,3.713805774,3.923966535,3.252181759,2.1479,4.08316273,11.32648649,12.06625,12.15886975,10.62958005,15%
S01011975,Alyth,Perth and Kinross,455,248,4683,68,14,7,4,4637,4551,4403,4622,1562,5316,3987,6%,27,5%,13,60,47,39,100,15%,8%,98,*,5.67,81,0%,7%,4,90,35,7,8%,2%,2.976039823,2.372676991,3.097765487,4.557263158,2.960265487,10.63083333,11.21269912,12.36880531,11.9200885,72%
S01011976,Alyth,Perth and Kinross,739,439,4732,68,14,7,4,4054,4207,4630,3367,6177,3698,4589,8%,56,6%,25,65,57,0,71,18%,9%,82,72%,5.63,71,1%,9%,13,181,49,12,6%,2%,1.233596154,1.989996795,1.106080128,2.161666667,1.213980769,13.08317797,7.379391026,5.036384615,5.491115385,2%
S01011977,Alyth,Perth and Kinross,1122,658,2964,43,9,5,3,3082,2718,4376,2299,1547,5879,2740,11%,127,10%,65,85,35,15,74,17%,6%,74,71%,5.29,77,2%,5%,7,64,112,33,10%,3%,3.132832152,3.638545173,2.924112046,4.122860697,3.05556023,14.45757246,11.30493911,9.292285208,9.808979185,25%
S01011978,Alyth,Perth and Kinross,772,419,2587,38,8,4,2,2191,2169,3347,1969,5885,4501,3681,15%,118,12%,49,100,52,26,90,22%,0%,88,68%,5.43,108,2%,5%,10,133,68,2,10%,0%,1.568048341,1.637979798,1.657435065,2.812643979,1.573419913,13.05258197,5.981753247,6.099292929,5.855808081,1%
S01011979,"Blair Atholl, Strathardle and Glenshee",Perth and Kinross,1029,592,5288,76,16,8,4,5709,5240,5337,5521,849,6568,5759,3%,36,4%,23,55,17,17,121,18%,0%,62,86%,6.05,56,1%,16%,3,30,28,20,3%,2%,4.850850592,4.438964497,5.084879191,3.881189427,5.691178501,3.931121951,12.27620562,12.87443417,14.56931213,68%
S01011980,"Blair Atholl, Strathardle and Glenshee",Perth and Kinross,464,286,4090,59,12,6,3,4599,5724,5622,4037,288,1958,4210,6%,28,3%,9,50,23,37,46,14%,5%,78,80%,5.10,60,0%,12%,15,333,21,14,5%,3%,6.56755611,7.314875312,7.165311721,6.210873786,6.993391521,8.737232143,22.83338529,22.81048005,21.66632793,86%
S01011981,"Blair Atholl, Strathardle and Glenshee",Perth and Kinross,916,591,3503,51,11,6,3,4452,4633,5333,4247,28,6489,3156,6%,59,5%,29,55,37,17,95,14%,8%,71,80%,6.00,89,0%,8%,3,34,54,50,6%,6%,16.04183333,16.55680952,11.45085185,6.402571429,19.87804497,20.72676259,36.06208201,24.93791005,44.11277381,62%
S01011982,"Blair Atholl, Strathardle and Glenshee",Perth and Kinross,940,555,3943,57,12,6,3,5039,4433,5921,4196,113,6302,5012,5%,46,5%,29,55,7,0,56,16%,0%,62,80%,5.56,70,0%,10%,4,44,25,39,3%,4%,10.5774947,11.09731177,6.91104719,9.779974093,10.72478791,13.17639423,25.84476935,16.85027925,25.26621774,86%
S01011983,"Blair Atholl, Strathardle and Glenshee",Perth and Kinross,746,411,4746,69,14,7,4,4653,5126,6236,5341,481,6607,3252,6%,44,4%,16,50,4,0,52,16%,0%,59,83%,6.08,65,0%,15%,*,*,52,27,7%,4%,4.864822161,5.477134063,4.814528044,3.754746193,8.76252394,9.735492958,19.04304207,16.59469733,22.11058824,40%
S01011984,Blairgowrie East (Rattray),Perth and Kinross,681,426,1306,19,4,2,1,1322,1430,1252,623,5093,3231,1765,21%,142,15%,63,160,80,155,131,25%,10%,126,71%,4.21,164,5%,5%,14,211,108,4,16%,1%,1.801179941,2.725785398,2.354708702,2.852640449,1.964019174,4.425436893,9.929550147,8.592699115,8.123134218,0%
S01011985,Blairgowrie East (Rattray),Perth and Kinross,656,390,4292,62,13,7,4,3818,4451,4080,3211,3639,4065,2667,8%,55,5%,21,85,26,25,120,18%,21%,70,75%,5.65,86,0%,5%,10,157,70,18,11%,3%,2.159623955,3.08360376,2.711845404,2.26344,2.319345404,4.582554348,11.14115599,10.39034123,9.262729805,10%
S01011986,Blairgowrie East (Rattray),Perth and Kinross,625,389,592,9,2,1,1,543,774,1478,176,1766,3195,3373,28%,177,19%,72,170,90,98,96,23%,10%,112,59%,4.63,179,3%,2%,13,214,67,6,10%,1%,3.417702703,4.342672673,3.972331081,2.945402844,3.580371622,6.110941176,10.61355856,10.51488363,8.736084835,12%
S01011987,Blairgowrie East (Rattray),Perth and Kinross,1002,596,3199,46,10,5,3,3158,3154,3456,1911,3387,6137,2933,11%,110,9%,51,95,60,53,68,20%,2%,93,79%,4.65,102,3%,4%,5,51,107,11,11%,1%,2.929332806,3.855065928,3.482597574,1.889530075,3.089968354,5.34296,9.206787975,9.030261076,7.330991561,2%
S01011988,Blairgowrie West,Perth and Kinross,641,333,5300,76,16,8,4,4465,5140.5,4631,4294,3757,6527.5,6492,6%,41,4%,13,80,10,33,102,15%,7%,73,87%,5.59,85,0%,7%,*,*,13,6,2%,1%,3.242766917,2.785259398,3.417048872,2.918968254,4.107007519,2.645512821,6.349620301,7.490661654,8.900180451,14%
S01011989,Blairgowrie West,Perth and Kinross,825,482,4730,68,14,7,4,4681,3734,4449,3528,4713,5123,4576,6%,48,7%,33,75,35,22,73,20%,4%,71,82%,5.41,74,3%,9%,8,100,65,3,8%,0%,2.315964203,2.084792148,2.470678406,3.269825175,3.005687067,2.268061224,7.744451501,8.627188222,9.209971132,10%
S01011990,Blairgowrie West,Perth and Kinross,935,498,6103,88,18,9,5,5816,6068,5310,5439,3222,3942,6265,3%,31,3%,13,55,87,0,66,15%,7%,72,91%,5.61,62,0%,13%,15,165,24,4,3%,1%,2.76836,2.85154,2.945296667,3.593545455,3.329283333,3.892,9.372653333,9.897146667,9.147953333,5%
S01011991,Blairgowrie West,Perth and Kinross,690,446,4338,63,13,7,4,3616,4165,3942,2520,6807,5979,3580,9%,63,6%,26,85,36,24,111,19%,10%,75,78%,5.19,92,2%,5%,4,60,67,6,10%,1%,1.642112676,1.371359155,1.801950704,4.052861446,2.542992958,1.764111111,3.914774648,4.877429577,6.641140845,0%
S01011992,Blairgowrie West,Perth and Kinross,899,497,5677,82,17,9,5,5038,4647,5212,4377,6798,5763,4606,5%,44,5%,24,55,42,0,95,18%,7%,67,81%,5.81,68,3%,16%,6,69,58,17,6%,2%,1.288584763,1.586210898,1.240751766,3.916410788,1.565143794,2.846270718,5.818340061,4.932961655,5.426957619,0%
S01011993,Blairgowrie West,Perth and Kinross,810,517,1686,25,5,3,2,1337,2210,1619,1546,6969,592,1080,21%,168,12%,61,150,147,86,135,22%,11%,111,62%,5.23,116,1%,7%,52,648,155,19,18%,2%,0.833676996,0.851182956,0.872589392,3.411390728,1.272648987,2.457368421,2.827205006,3.427848629,4.299856973,0%
S01011994,Blairgowrie West,Perth and Kinross,853,305,5721,83,17,9,5,5251,5870,5458,6505,1375,5962,6423,4%,38,3%,9,55,24,0,118,23%,0%,51,*,6.08,27,0%,16%,5,60,15,7,2%,1%,3.851920646,3.839375,3.985575843,4.42228972,4.401408006,4.596875,10.19747191,10.89571278,10.21651334,35%
S01011995,Stanley and Murthly,Perth and Kinross,823,525,5264,76,16,8,4,6448,6445,6267,4793,265,5117,6481,2%,17,2%,11,40,17,0,78,12%,3%,71,88%,5.39,50,4%,14%,8,100,14,11,2%,1%,9.384682152,7.273401589,4.345702934,5.459795322,10.95267421,12.97023438,24.71882335,15.63572535,29.00039425,61%
S01011996,Stanley and Murthly,Perth and Kinross,548,328,3071,45,9,5,3,3167.5,2930,3005,3015,1857,4891,4106.5,11%,60,9%,30,115,213,0,79,16%,5%,115,76%,5.87,115,3%,8%,6,113,50,0,9%,0%,9.725982944,1.703631059,1.670421903,2.770454545,11.19730251,13.41570513,6.134506284,4.364012567,21.15496409,3%
S01011997,Stanley and Murthly,Perth and Kinross,901,570,3701,54,11,6,3,3235,3697,3751,3397,2499,4641,4611,11%,96,7%,40,85,52,53,79,18%,3%,94,74%,5.63,94,3%,18%,11,126,45,24,5%,3%,9.06383465,1.858354966,1.135081828,2.3129375,10.53734763,12.88395425,6.657666479,3.238072799,20.12462754,1%
S01011998,Stanley and Murthly,Perth and Kinross,591,332,5841,84,17,9,5,6467.5,6661.5,6510,5957,451,6928,5280.5,2%,12,2%,6,40,24,0,51,12%,0%,57,90%,5.94,42,2%,19%,*,*,7,27,1%,5%,8.779779817,8.136417431,1.888114679,3.794230769,10.61893119,15.63625,21.62672477,7.969752294,33.8013945,56%
S01011999,Stanley and Murthly,Perth and Kinross,641,422,4627,67,14,7,4,5142,5534,5507,3866,424,6527.5,3603,5%,30,3%,14,55,30,24,74,14%,0%,69,79%,5.62,67,1%,9%,*,*,35,29,6%,5%,8.916767311,9.399649758,4.598474235,2.414055118,9.172330918,11.93401235,22.69342391,11.17225644,28.4148752,32%
S01012000,Stanley and Murthly,Perth and Kinross,438,260,5378,78,16,8,4,5307,5739,5305,5526,986,6232,6874,4%,19,3%,8,55,126,0,52,14%,9%,75,88%,5.75,48,0%,12%,*,*,3,3,1%,1%,7.670578194,8.110435022,0.995655286,2.078762376,9.51220815,12.84622807,21.60067181,4.328590308,19.89049559,4%
S01012001,Stanley and Murthly,Perth and Kinross,668,400,3881,56,12,6,3,3778,4542,4782,2630,1035,5927,5899,9%,57,5%,20,70,11,0,81,16%,3%,92,90%,4.83,77,8%,2%,4,62,27,3,4%,0%,8.381070866,8.815992126,1.323775591,1.166383648,10.22160236,13.331125,20.49785039,4.209314961,19.38901575,6%
S01012002,Luncarty and Dunkeld,Perth and Kinross,619,347,3925,57,12,6,3,3476,3519,4252,2885,3512,6164,5165,10%,60,8%,26,85,18,29,95,14%,13%,89,76%,5.42,93,0%,4%,3,50,25,10,5%,2%,5.770663993,1.323226381,1.48688057,2.390180723,8.901292335,10.45201613,5.808823529,5.980926916,15.39188948,0%
S01012003,Luncarty and Dunkeld,Perth and Kinross,532,330,4219,61,13,7,4,4202.5,3508.5,3997,3551,4668,3215,3536,7%,38,8%,25,75,66,86,90,16%,9%,87,90%,5.75,93,4%,2%,11,213,51,5,10%,1%,5.119751407,1.28620075,0.983564728,1.758815789,8.559746717,10.83551724,3.816172608,3.112195122,12.7941651,1%
S01012004,Luncarty and Dunkeld,Perth and Kinross,928,534,4014,58,12,6,3,3960,3931,3948,4655,1002,6496,5161,8%,73,7%,34,80,49,20,83,19%,11%,84,89%,5.73,73,2%,10%,3,33,38,17,4%,2%,5.010184659,7.344173295,2.020991477,3.227484663,6.482207386,8.415344828,15.90188068,5.506204545,14.83907955,12%
S01012005,Luncarty and Dunkeld,Perth and Kinross,869,581,5917,85,17,9,5,6154,6163,5403,5630,1362,5991,5163,3%,23,2%,14,55,17,0,75,15%,7%,79,90%,6.09,64,1%,12%,5,59,45,12,5%,1%,5.208885405,6.870761117,1.40454675,2.60983871,6.681895667,8.954296675,14.85858039,4.514623717,14.99712657,0%
S01012006,Luncarty and Dunkeld,Perth and Kinross,1284,933,4624,67,14,7,4,4886,5883,6504,4716,177,6378,5044,5%,68,3%,27,50,28,0,34,9%,9%,54,86%,5.80,40,2%,4%,5,40,19,23,3%,4%,10.56899701,8.860187126,7.451936128,4.344541485,13.57868762,10.86131579,24.21992141,21.06305888,35.58944611,57%
S01012007,Luncarty and Dunkeld,Perth and Kinross,749,412,4899,71,15,8,4,3957,4882,4342,5479,2222,6819,4411,8%,59,4%,18,70,64,26,82,21%,0%,72,85%,6.29,52,3%,13%,*,*,44,21,6%,3%,3.159960025,3.422106396,2.570046125,2.736880734,3.125719557,18.27707447,9.447337023,7.20200492,8.707366236,18%
S01012008,Luncarty and Dunkeld,Perth and Kinross,1146,762,3953,57,12,6,3,4302,3500,4972,4965,866,4468,2935,7%,79,8%,58,70,99,14,76,12%,6%,70,90%,5.92,73,1%,7%,15,135,85,27,9%,3%,4.762315005,3.980583248,4.486402878,4.383018018,3.714298561,18.58571875,12.30471737,13.16898638,12.14163412,26%
S01012009,Pitlochry,Perth and Kinross,711,474,4606,67,14,7,4,5632,5742,5298,3557,387,5090,2924,4%,26,3%,15,55,30,0,91,16%,7%,73,76%,5.59,78,0%,7%,7,101,51,29,8%,5%,4.586165517,10.06332414,4.011472414,4.135913978,9.463855172,12.34830986,23.57172241,13.26643103,22.16979483,51%
S01012010,Pitlochry,Perth and Kinross,1321,733,5969,86,18,9,5,5600,5159,5299,6068,4277,4352,3218,4%,49,4%,29,50,47,13,83,19%,5%,65,84%,6.36,47,0%,17%,19,140,114,10,11%,1%,3.682422259,3.318893208,2.041808511,3.583244048,1.942356792,3.530737705,11.46788052,6.971131342,6.485165712,2%
S01012011,Pitlochry,Perth and Kinross,1159,753,5187,75,15,8,4,4194,4808,5075,4531,4580,6104,2642,7%,83,5%,34,65,29,13,62,17%,4%,69,87%,5.82,71,1%,6%,6,53,115,28,11%,3%,2.659692513,3.576236631,2.173455882,2.63479564,2.569603387,2.551061453,11.48926025,6.498157308,6.76828877,4%
S01012012,Pitlochry,Perth and Kinross,697,375,4764,69,14,7,4,4935,4932.5,4981,4234,950,6288,5136,5%,36,4%,16,60,57,31,69,18%,0%,68,81%,5.62,62,2%,13%,3,44,24,17,4%,3%,3.406680835,5.494327666,4.118601236,4.087204301,4.510251159,4.897016807,15.91189335,12.69777821,13.02334621,29%
S01012013,Rannoch and Aberfeldy,Perth and Kinross,772,450,4445,64,13,7,4,5091,5276,4984,3762,457,4985,5457,5%,37,4%,17,55,101,24,85,17%,0%,70,79%,5.27,53,1%,9%,8,107,21,22,3%,3%,6.682860512,8.000495283,3.844646226,4.118403361,7.441283693,8.450580357,21.95203841,14.43411051,19.5775219,47%
S01012014,Rannoch and Aberfeldy,Perth and Kinross,857,507,4192,61,13,7,4,3725,3780,4372,3288,6676,1927,3547,9%,75,7%,35,70,61,19,92,18%,10%,74,82%,5.38,93,2%,8%,29,336,70,15,9%,2%,1.287408392,1.640508274,1.25768026,2.98299435,1.262355201,2.877060606,5.440951537,4.338082151,3.944134161,0%
S01012015,Rannoch and Aberfeldy,Perth and Kinross,978,573,5190,75,15,8,4,4915,4885.5,5327,3846,4304,3407,2955,5%,51,4%,25,60,30,16,56,15%,8%,68,81%,5.72,63,3%,7%,20,200,111,10,11%,1%,2.273638211,2.900406504,2.173018293,3.585560166,2.165503049,3.620263158,10.39807419,7.617200203,7.393193598,11%
S01012016,Rannoch and Aberfeldy,Perth and Kinross,765,488,3571,52,11,6,3,5071,5051,5281,3337,37,3992,4531,5%,37,4%,20,55,70,0,76,13%,7%,79,77%,5.31,64,7%,14%,12,161,41,21,5%,3%,6.926968897,20.46914613,6.765187793,8.172028302,24.04193955,23.40463855,42.90686326,13.62046215,46.07285505,83%
S01012017,Rannoch and Aberfeldy,Perth and Kinross,510,306,3478,50,10,5,3,4445,4727,6271,3887,1,6369,3986,6%,33,5%,14,50,12,34,54,12%,0%,57,79%,5.50,54,4%,11%,*,*,25,21,5%,4%,21.50616107,26.55247036,14.06278656,14.60954545,32.27778162,27.60366667,66.38117589,35.1569664,80.69445405,75%
S01012018,Rannoch and Aberfeldy,Perth and Kinross,831,511,4581,66,14,7,4,5592,6421,6068,4207,80,6845,3441,4%,31,2%,11,40,26,62,81,14%,0%,61,81%,5.77,52,3%,8%,*,*,53,38,6%,5%,13.07627283,12.35943208,7.922714041,7.706596639,12.83362443,9.900037736,30.15761558,22.47824344,31.46009989,69%
S01012019,Lochwinnoch,Renfrewshire,794,486,6104,88,18,9,5,6009,5138,5158,6085,3927,5343,4494,3%,23,4%,19,55,88,18,68,17%,0%,69,94%,6.07,40,4%,12%,7,89,55,13,7%,2%,7.323093972,1.178306738,1.102960993,2.333675,10.18786348,12.88531136,4.107098109,4.122074468,23.23529551,0%
S01012020,Lochwinnoch,Renfrewshire,736,471,2748,40,8,4,2,2409,2319,2020,5502,2805,4179.5,3410,14%,104,11%,53,135,130,136,99,20%,12%,117,89%,5.95,77,1%,23%,11,151,65,11,9%,2%,7.614928367,1.488108883,1.279606017,2.560241935,9.968398997,12.2643913,6.307689828,5.451561605,22.58202722,0%
S01012021,Lochwinnoch,Renfrewshire,538,348,4039,58,12,6,3,3773,3409,4615,5616,1442,5241,3099,9%,46,8%,27,65,46,92,57,13%,5%,95,86%,6.19,74,0%,18%,5,94,65,2,12%,0%,8.875911504,2.611951327,2.403022124,2.730963303,11.37835841,12.28310606,7.055539823,6.928433628,19.31465487,0%
S01012022,Lochwinnoch,Renfrewshire,630,392,3780,55,11,6,3,3428,3377,3373,4424,2216,6928,3549,10%,62,8%,31,100,45,126,91,17%,0%,98,89%,5.79,106,2%,12%,*,*,63,6,10%,1%,8.468594697,2.206655303,1.996094697,1.80418239,11.49097348,13.03288136,4.639965909,4.495299242,21.13361364,0%
S01012023,Renfrewshire Rural South and Howwood,Renfrewshire,562,337,4941,71,15,8,4,5419.5,6606,5978,5921,474,924,5911,4%,23,2%,6,40,18,29,83,14%,0%,70,*,5.89,36,13%,19%,29,521,14,11,3%,2%,6.868195733,4.041080705,4.064559369,5.402061856,9.087425788,11.65253165,14.82795918,15.19435529,25.93342996,60%
S01012024,Renfrewshire Rural South and Howwood,Renfrewshire,890,583,5549,80,16,8,4,5952,5692,5884,6371,757,5079,5185.5,3%,27,3%,18,55,24,0,63,16%,0%,57,91%,6.38,54,1%,22%,9,102,52,4,6%,0%,5.951270161,6.108199885,4.499910714,3.242981928,7.382891705,6.333079096,15.30853687,16.78455357,14.97657258,0%
S01012025,Renfrewshire Rural South and Howwood,Renfrewshire,674,446,4106,59,12,6,3,3999,4421,3426,5289,871,6276,5135,8%,52,5%,24,90,66,45,109,21%,5%,85,92%,6.00,100,1%,13%,3,45,41,4,6%,1%,5.825641304,5.947452899,4.372021739,4.105070922,7.083648551,5.544027778,13.53566667,14.54067754,12.2837029,0%
S01012026,Renfrewshire Rural South and Howwood,Renfrewshire,672,471,6272,90,18,9,5,6514,6667,6718,6336,1172,4195,6371,2%,13,2%,8,30,6,0,49,10%,0%,76,93%,6.06,36,0%,12%,10,150,21,1,3%,0%,3.092885802,5.518881173,3.152276235,2.922487923,4.961458333,6.318021978,16.14780864,11.63111111,14.29453704,0%
S01012027,Renfrewshire Rural South and Howwood,Renfrewshire,1069,584,2854,41,9,5,3,4420,3357,2197,5800,728,125,4504,7%,70,8%,47,95,78,59,221,24%,7%,129,93%,6.13,66,3%,14%,128,1198,54,12,7%,1%,4.217456012,4.293980938,4.160882209,3.082918288,7.238477517,6.313179012,14.95967742,15.79308651,19.93222874,31%
S01012028,Renfrewshire Rural North and Langbank,Renfrewshire,884,550,6099,88,18,9,5,6669,6627,6254,6465,703,5767,6567,2%,14,2%,10,40,40,0,56,15%,0%,61,93%,6.05,30,0%,12%,6,68,25,1,3%,0%,7.103554185,2.306526288,7.408369099,3.346266234,7.915541845,9.696064815,10.53599785,18.52092275,19.78885461,44%
S01012029,Renfrewshire Rural North and Langbank,Renfrewshire,1925,1119,3337,48,10,5,3,4408,4144,2240,3166,1152,1811,4398,7%,127,6%,67,95,88,32,186,30%,10%,100,83%,5.24,86,6%,10%,68,351,67,13,7%,1%,4.224245514,3.372693719,3.509800163,3.109963415,4.915471044,5.072180851,13.81843597,12.49862153,21.00432402,24%
S01012030,Renfrewshire Rural North and Langbank,Renfrewshire,1956,1265,5900,85,17,9,5,6737,6783,6448,5388,750,3860,4603.5,1%,28,1%,18,30,11,9,60,12%,4%,90,91%,5.97,67,1%,10%,33,170,40,10,6%,2%,8.006618541,4.508795593,4.285326748,3.279407552,5.725224164,3.629827586,17.53292933,18.53927432,21.78612842,16%
S01012031,Renfrewshire Rural North and Langbank,Renfrewshire,569,332,6237,90,18,9,5,6581,5769.5,6348,6843,1398,5348,6722,2%,10,3%,10,35,18,33,44,15%,16%,63,*,6.60,29,0%,14%,5,89,9,3,2%,1%,4.383417722,4.541754069,4.358173599,3.071516854,5.34863472,4.287131148,10.55963834,12.9999774,10.19463834,1%
S01012032,Renfrewshire Rural North and Langbank,Renfrewshire,360,212,5281,76,16,8,4,5803,6876,6486,6145,255,3461,5480,3%,12,1%,2,35,29,0,63,12%,0%,65,*,*,35,0%,17%,7,196,15,5,4%,1%,8.278449008,7.692584986,6.093562323,6.852830189,8.986041076,9.903829787,24.31827904,19.4592847,27.62776912,61%
S01012033,Kilbarchan,Renfrewshire,796,477,3739,54,11,6,3,3448,3441,2803,5437,2117,4620,4819,10%,78,8%,37,105,79,124,106,21%,8%,98,92%,5.94,81,1%,14%,10,127,53,5,7%,1%,5.255584375,5.41250625,3.366821875,0.972085714,5.377059375,5.86037037,14.12933438,7.1728125,13.31650938,0%
