Quarter Ending,HSC Trust,Specialty,Programme Of Care,0 - 6 weeks,> 6 - 9 weeks,> 9 - 13 weeks,> 9 - 12 weeks,> 12-15 weeks,> 15-18 weeks,>18-26 weeks,>26-39 weeks,>39-52 weeks,>52-65 weeks,>65-78 weeks,>78-91 weeks,>91-104 weeks,>104 weeks,>18 weeks,>18-52 weeks,> 13 - 26 weeks,>52 weeks,> 26 weeks,Total Waiting
30-Sep-2014,Western,Nephrology,Acute Services,38,11,,0,0,0,,,,,,,,,0,,,,,49
30-Sep-2014,Western,Neurology,Acute Services,304,124,,122,105,112,,,,,,,,,515,,,,,"1,282"
30-Sep-2014,Western,Rheumatology,Acute Services,278,106,,56,85,53,,,,,,,,,81,,,,,659
30-Sep-2014,Western,Paediatrics,Acute Services,264,99,,94,96,62,,,,,,,,,82,,,,,697
30-Sep-2014,Western,Geriatric Medicine,Elderly Care,50,9,,3,2,0,,,,,,,,,0,,,,,64
30-Sep-2014,Western,Gynaecology,Acute Services,817,258,,200,207,74,,,,,,,,,18,,,,,"1,574"
30-Sep-2014,Western,Learning Disability,Learning Disability,9,10,,1,0,0,,,,,,,,,0,,,,,20
30-Sep-2014,Western,Chemical Pathology,Acute Services,18,1,,4,0,0,,,,,,,,,0,,,,,23
31-Dec-2014,Belfast,General Surgery,Acute Services,"1,946",689,,539,528,533,,,,,,,,,"3,764",,,,,"7,999"
31-Dec-2014,Belfast,Urology,Acute Services,571,233,,189,191,165,,,,,,,,,"1,493",,,,,"2,842"
31-Dec-2014,Belfast,T & O Surgery,Acute Services,"3,542","1,689",,"1,568","1,588","1,198",,,,,,,,,"4,920",,,,,"14,505"
31-Dec-2014,Belfast,ENT,Acute Services,"1,182",500,,445,480,383,,,,,,,,,"2,038",,,,,"5,028"
31-Dec-2014,Belfast,Ophthalmology,Acute Services,"2,206",834,,810,600,579,,,,,,,,,"3,453",,,,,"8,482"
31-Dec-2014,Belfast,Oral Surgery,Acute Services,287,113,,98,60,5,,,,,,,,,20,,,,,583
31-Dec-2014,Belfast,Restorative Dentistry,Acute Services,521,256,,233,221,136,,,,,,,,,284,,,,,"1,651"
31-Dec-2014,Belfast,Paediatric Dentistry,Acute Services,128,57,,23,32,26,,,,,,,,,175,,,,,441
31-Dec-2014,Belfast,Orthodontics,Acute Services,70,17,,3,0,0,,,,,,,,,0,,,,,90
31-Dec-2014,Belfast,Neurosurgery,Acute Services,233,98,,127,71,80,,,,,,,,,182,,,,,791
31-Dec-2014,Belfast,Plastic Surgery,Acute Services,74,45,,26,24,3,,,,,,,,,1,,,,,173
31-Dec-2014,Belfast,Cardiac Surgery,Acute Services,47,2,,1,0,0,,,,,,,,,0,,,,,50
31-Dec-2014,Belfast,Paediatric Surgery,Acute Services,273,133,,128,120,86,,,,,,,,,79,,,,,819
31-Dec-2014,Belfast,Thoracic Surgery,Acute Services,35,4,,3,4,3,,,,,,,,,22,,,,,71
31-Dec-2014,Belfast,Pain Management,Acute Services,274,50,,4,0,2,,,,,,,,,3,,,,,333
31-Dec-2014,Belfast,General Medicine,Acute Services,590,199,,173,121,97,,,,,,,,,572,,,,,"1,752"
31-Dec-2014,Belfast,Gastroenterology,Acute Services,832,323,,263,246,241,,,,,,,,,"2,114",,,,,"4,019"
31-Dec-2014,Belfast,Endocrinology,Acute Services,258,82,,39,44,34,,,,,,,,,55,,,,,512
31-Dec-2014,Belfast,Haematology (Clinical),Acute Services,185,29,,2,1,0,,,,,,,,,1,,,,,218
31-Dec-2014,Belfast,Clinical Genetics,Acute Services,205,97,,84,82,73,,,,,,,,,238,,,,,779
31-Dec-2014,Belfast,Rehabilitation,Acute Services,29,5,,2,1,0,,,,,,,,,0,,,,,37
31-Dec-2014,Belfast,Palliative Medicine,Acute Services,8,0,,0,0,0,,,,,,,,,0,,,,,8
31-Dec-2014,Belfast,Cardiology,Acute Services,"1,099",405,,283,249,176,,,,,,,,,432,,,,,"2,644"
31-Dec-2014,Belfast,Dermatology,Acute Services,853,273,,249,253,230,,,,,,,,,351,,,,,"2,209"
31-Dec-2014,Belfast,Thoracic Medicine,Acute Services,464,151,,118,114,98,,,,,,,,,705,,,,,"1,650"
31-Dec-2014,Belfast,Nephrology,Acute Services,146,25,,15,17,16,,,,,,,,,8,,,,,227
31-Dec-2014,Belfast,Medical Oncology,Acute Services,50,1,,2,0,0,,,,,,,,,0,,,,,53
31-Dec-2014,Belfast,Neurology,Acute Services,698,279,,268,310,218,,,,,,,,,"2,364",,,,,"4,137"
31-Dec-2014,Belfast,Rheumatology,Acute Services,421,207,,179,124,127,,,,,,,,,977,,,,,"2,035"
31-Dec-2014,Belfast,Paediatrics,Acute Services,987,325,,271,160,103,,,,,,,,,678,,,,,"2,524"
31-Dec-2014,Belfast,Paediatric Neurology,Acute Services,39,22,,14,14,13,,,,,,,,,64,,,,,166
31-Dec-2014,Belfast,Geriatric Medicine,Elderly Care,218,97,,76,46,58,,,,,,,,,78,,,,,573
31-Dec-2014,Belfast,Dental Medicine Specialties,Acute Services,206,87,,93,75,32,,,,,,,,,0,,,,,493
31-Dec-2014,Belfast,Gynaecology,Acute Services,"1,262",553,,412,321,236,,,,,,,,,614,,,,,"3,398"
31-Dec-2014,Belfast,Learning Disability,Learning Disability,37,19,,0,0,0,,,,,,,,,0,,,,,56
31-Dec-2014,Belfast,Old Age Psychiatry,Elderly Care,166,40,,11,3,10,,,,,,,,,19,,,,,249
31-Dec-2014,Belfast,Clinical Oncology,Acute Services,182,3,,1,1,0,,,,,,,,,0,,,,,187
31-Dec-2014,Belfast,Joint Consultant Clinics,Acute Services,136,4,,0,0,0,,,,,,,,,2,,,,,142
31-Dec-2014,Northern,General Surgery,Acute Services,"1,357",530,,369,308,304,,,,,,,,,"1,515",,,,,"4,383"
31-Dec-2014,Northern,Urology,Acute Services,194,97,,76,87,87,,,,,,,,,375,,,,,916
31-Dec-2014,Northern,ENT,Acute Services,998,538,,502,470,367,,,,,,,,,377,,,,,"3,252"
31-Dec-2014,Northern,Orthodontics,Acute Services,42,18,,18,9,14,,,,,,,,,8,,,,,109
31-Dec-2014,Northern,Pain Management,Acute Services,206,83,,100,89,73,,,,,,,,,192,,,,,743
31-Dec-2014,Northern,General Medicine,Acute Services,217,71,,44,57,39,,,,,,,,,174,,,,,602
31-Dec-2014,Northern,Gastroenterology,Acute Services,626,285,,258,216,171,,,,,,,,,"1,343",,,,,"2,899"
31-Dec-2014,Northern,Haematology (Clinical),Acute Services,99,24,,19,4,3,,,,,,,,,35,,,,,184
31-Dec-2014,Northern,Cardiology,Acute Services,553,277,,174,47,0,,,,,,,,,0,,,,,"1,051"
31-Dec-2014,Northern,Dermatology,Acute Services,487,192,,160,145,130,,,,,,,,,730,,,,,"1,844"
31-Dec-2014,Northern,Thoracic Medicine,Acute Services,276,94,,68,65,89,,,,,,,,,303,,,,,895
31-Dec-2014,Northern,Nephrology,Acute Services,62,4,,0,0,0,,,,,,,,,0,,,,,66
31-Dec-2014,Northern,Neurology,Acute Services,180,57,,47,51,52,,,,,,,,,123,,,,,510
31-Dec-2014,Northern,Rheumatology,Acute Services,291,142,,139,104,80,,,,,,,,,96,,,,,852
31-Dec-2014,Northern,Paediatrics,Acute Services,604,133,,24,20,3,,,,,,,,,4,,,,,788
31-Dec-2014,Northern,Geriatric Medicine,Elderly Care,82,30,,9,1,0,,,,,,,,,0,,,,,122
31-Dec-2014,Northern,Gynaecology,Acute Services,"1,090",429,,409,398,398,,,,,,,,,584,,,,,"3,308"
31-Dec-2014,Northern,Chemical Pathology,Acute Services,14,5,,1,0,0,,,,,,,,,0,,,,,20
31-Dec-2014,Northern,Joint Consultant Clinics,Acute Services,21,0,,0,0,0,,,,,,,,,0,,,,,21
31-Dec-2014,South Eastern,General Surgery,Acute Services,"1,110",575,,390,152,5,,,,,,,,,1,,,,,"2,233"
31-Dec-2014,South Eastern,Urology,Acute Services,290,108,,107,102,135,,,,,,,,,"1,274",,,,,"2,016"
31-Dec-2014,South Eastern,T & O Surgery,Acute Services,213,0,,0,0,0,,,,,,,,,0,,,,,213
31-Dec-2014,South Eastern,ENT,Acute Services,"1,192",612,,593,596,520,,,,,,,,,"1,279",,,,,"4,792"
31-Dec-2014,South Eastern,Ophthalmology,Acute Services,576,293,,273,277,270,,,,,,,,,810,,,,,"2,499"
31-Dec-2014,South Eastern,Oral Surgery,Acute Services,658,318,,303,274,209,,,,,,,,,942,,,,,"2,704"
31-Dec-2014,South Eastern,Plastic Surgery,Acute Services,577,269,,190,154,131,,,,,,,,,19,,,,,"1,340"
31-Dec-2014,South Eastern,Paediatric Surgery,Acute Services,117,1,,2,0,0,,,,,,,,,0,,,,,120
31-Dec-2014,South Eastern,Pain Management,Acute Services,227,129,,68,3,0,,,,,,,,,0,,,,,427
31-Dec-2014,South Eastern,General Medicine,Acute Services,821,219,,204,183,129,,,,,,,,,248,,,,,"1,804"
31-Dec-2014,South Eastern,Gastroenterology,Acute Services,59,25,,11,12,16,,,,,,,,,29,,,,,152
31-Dec-2014,South Eastern,Endocrinology,Acute Services,37,16,,13,14,3,,,,,,,,,0,,,,,83
31-Dec-2014,South Eastern,Haematology (Clinical),Acute Services,83,31,,1,0,0,,,,,,,,,0,,,,,115
31-Dec-2014,South Eastern,Cardiology,Acute Services,464,235,,180,163,185,,,,,,,,,415,,,,,"1,642"
31-Dec-2014,South Eastern,Dermatology,Acute Services,860,316,,222,263,251,,,,,,,,,801,,,,,"2,713"
31-Dec-2014,South Eastern,Thoracic Medicine,Acute Services,270,101,,69,85,68,,,,,,,,,157,,,,,750
31-Dec-2014,South Eastern,Nephrology,Acute Services,27,0,,2,0,0,,,,,,,,,0,,,,,29
31-Dec-2014,South Eastern,Neurology,Acute Services,269,100,,113,104,108,,,,,,,,,222,,,,,916
31-Dec-2014,South Eastern,Rheumatology,Acute Services,297,187,,158,136,162,,,,,,,,,453,,,,,"1,393"
31-Dec-2014,South Eastern,Paediatrics,Acute Services,316,139,,128,126,83,,,,,,,,,311,,,,,"1,103"
31-Dec-2014,South Eastern,Geriatric Medicine,Elderly Care,134,76,,40,26,17,,,,,,,,,25,,,,,318
31-Dec-2014,South Eastern,Gynaecology,Acute Services,927,375,,360,392,366,,,,,,,,,798,,,,,"3,218"
31-Dec-2014,South Eastern,Old Age Psychiatry,Elderly Care,162,81,,79,30,14,,,,,,,,,3,,,,,369
31-Dec-2014,Southern,General Surgery,Acute Services,"1,575",728,,600,494,111,,,,,,,,,46,,,,,"3,554"
31-Dec-2014,Southern,Urology,Acute Services,443,123,,115,149,110,,,,,,,,,797,,,,,"1,737"
31-Dec-2014,Southern,T & O Surgery,Acute Services,496,169,,172,208,154,,,,,,,,,360,,,,,"1,559"
31-Dec-2014,Southern,ENT,Acute Services,"1,346",543,,564,482,309,,,,,,,,,82,,,,,"3,326"
31-Dec-2014,Southern,Ophthalmology,Acute Services,622,305,,283,283,245,,,,,,,,,"1,655",,,,,"3,393"
31-Dec-2014,Southern,Oral Surgery,Acute Services,30,13,,11,5,11,,,,,,,,,14,,,,,84
31-Dec-2014,Southern,Paediatric Dentistry,Acute Services,1,0,,0,0,0,,,,,,,,,0,,,,,1
31-Dec-2014,Southern,Orthodontics,Acute Services,36,1,,0,0,0,,,,,,,,,0,,,,,37
31-Dec-2014,Southern,Accident & Emergency,Acute Services,9,0,,0,0,0,,,,,,,,,1,,,,,10
31-Dec-2014,Southern,Anaesthetics,Acute Services,1,1,,1,0,0,,,,,,,,,1,,,,,4
31-Dec-2014,Southern,Pain Management,Acute Services,201,108,,116,119,79,,,,,,,,,5,,,,,628
31-Dec-2014,Southern,General Medicine,Acute Services,110,15,,4,5,0,,,,,,,,,2,,,,,136
31-Dec-2014,Southern,Gastroenterology,Acute Services,372,153,,144,128,35,,,,,,,,,7,,,,,839
31-Dec-2014,Southern,Endocrinology,Acute Services,172,81,,56,58,43,,,,,,,,,50,,,,,460
31-Dec-2014,Southern,Haematology (Clinical),Acute Services,83,24,,12,0,0,,,,,,,,,1,,,,,120
31-Dec-2014,Southern,Palliative Medicine,Acute Services,11,1,,0,0,0,,,,,,,,,1,,,,,13
31-Dec-2014,Southern,Cardiology,Acute Services,556,222,,187,196,196,,,,,,,,,92,,,,,"1,449"
31-Dec-2014,Southern,Dermatology,Acute Services,808,356,,301,274,232,,,,,,,,,"1,483",,,,,"3,454"
31-Dec-2014,Southern,Thoracic Medicine,Acute Services,202,85,,96,58,67,,,,,,,,,59,,,,,567
31-Dec-2014,Southern,Genito-Urinary Medicine,Acute Services,14,0,,0,0,0,,,,,,,,,0,,,,,14
31-Dec-2014,Southern,Nephrology,Acute Services,24,4,,0,0,0,,,,,,,,,0,,,,,28
31-Dec-2014,Southern,Medical Oncology,Acute Services,1,0,,0,0,0,,,,,,,,,0,,,,,1
31-Dec-2014,Southern,Neurology,Acute Services,261,91,,122,143,114,,,,,,,,,191,,,,,922
31-Dec-2014,Southern,Rheumatology,Acute Services,243,94,,89,80,49,,,,,,,,,311,,,,,866
31-Dec-2014,Southern,Paediatrics,Acute Services,546,188,,95,44,40,,,,,,,,,91,,,,,"1,004"
31-Dec-2014,Southern,Geriatric Medicine,Elderly Care,77,16,,6,4,0,,,,,,,,,34,,,,,137
31-Dec-2014,Southern,Gynaecology,Acute Services,"1,007",422,,384,346,311,,,,,,,,,50,,,,,"2,520"
31-Dec-2014,Southern,Learning Disability,Learning Disability,5,0,,0,0,0,,,,,,,,,0,,,,,5
31-Dec-2014,Southern,Old Age Psychiatry,Elderly Care,26,7,,1,0,0,,,,,,,,,1,,,,,35
31-Dec-2014,Southern,Chemical Pathology,Acute Services,22,5,,0,0,0,,,,,,,,,0,,,,,27
31-Dec-2014,Western,General Surgery,Acute Services,"1,120",419,,413,321,269,,,,,,,,,823,,,,,"3,365"
31-Dec-2014,Western,Urology,Acute Services,356,96,,67,6,9,,,,,,,,,98,,,,,632
31-Dec-2014,Western,T & O Surgery,Acute Services,981,287,,272,221,180,,,,,,,,,529,,,,,"2,470"
31-Dec-2014,Western,ENT,Acute Services,847,276,,120,33,3,,,,,,,,,0,,,,,"1,279"
31-Dec-2014,Western,Ophthalmology,Acute Services,836,289,,265,157,120,,,,,,,,,197,,,,,"1,864"
31-Dec-2014,Western,Oral Surgery,Acute Services,411,126,,108,118,106,,,,,,,,,489,,,,,"1,358"
31-Dec-2014,Western,Orthodontics,Acute Services,39,18,,11,0,0,,,,,,,,,0,,,,,68
31-Dec-2014,Western,Pain Management,Acute Services,122,59,,71,61,49,,,,,,,,,147,,,,,509
31-Dec-2014,Western,General Medicine,Acute Services,817,296,,246,176,204,,,,,,,,,644,,,,,"2,383"
31-Dec-2014,Western,Haematology (Clinical),Acute Services,49,6,,8,3,4,,,,,,,,,4,,,,,74
31-Dec-2014,Western,Palliative Medicine,Acute Services,5,0,,0,0,0,,,,,,,,,0,,,,,5
31-Dec-2014,Western,Cardiology,Acute Services,281,32,,21,24,10,,,,,,,,,0,,,,,368
31-Dec-2014,Western,Dermatology,Acute Services,563,77,,9,0,0,,,,,,,,,0,,,,,649
31-Dec-2014,Western,Genito-Urinary Medicine,Acute Services,28,0,,0,0,0,,,,,,,,,0,,,,,28
31-Dec-2014,Western,Nephrology,Acute Services,46,7,,1,0,0,,,,,,,,,0,,,,,54
31-Dec-2014,Western,Neurology,Acute Services,255,125,,123,113,93,,,,,,,,,732,,,,,"1,441"
31-Dec-2014,Western,Rheumatology,Acute Services,256,64,,80,72,85,,,,,,,,,137,,,,,694
31-Dec-2014,Western,Paediatrics,Acute Services,284,137,,133,76,48,,,,,,,,,93,,,,,771
31-Dec-2014,Western,Geriatric Medicine,Elderly Care,59,14,,4,2,0,,,,,,,,,0,,,,,79
31-Dec-2014,Western,Gynaecology,Acute Services,688,256,,227,188,1,,,,,,,,,0,,,,,"1,360"
31-Dec-2014,Western,Learning Disability,Learning Disability,18,4,,0,0,0,,,,,,,,,0,,,,,22
31-Dec-2014,Western,Chemical Pathology,Acute Services,15,4,,0,2,2,,,,,,,,,0,,,,,23
31-Mar-2015,Belfast,General Surgery,Acute Services,"2,176",571,,465,287,420,,,,,,,,,"4,124",,,,,"8,043"
31-Mar-2015,Belfast,Urology,Acute Services,596,246,,163,126,179,,,,,,,,,"1,662",,,,,"2,972"
31-Mar-2015,Belfast,T & O Surgery,Acute Services,"3,900","1,607",,"1,372",979,"1,270",,,,,,,,,"8,248",,,,,"17,376"
31-Mar-2015,Belfast,ENT,Acute Services,"1,470",538,,503,252,361,,,,,,,,,"2,563",,,,,"5,687"
31-Mar-2015,Belfast,Ophthalmology,Acute Services,"2,355",677,,495,312,620,,,,,,,,,"4,588",,,,,"9,047"
31-Mar-2015,Belfast,Oral Surgery,Acute Services,311,37,,11,0,1,,,,,,,,,2,,,,,362
31-Mar-2015,Belfast,Restorative Dentistry,Acute Services,647,233,,231,125,178,,,,,,,,,452,,,,,"1,866"
31-Mar-2015,Belfast,Paediatric Dentistry,Acute Services,138,52,,20,11,20,,,,,,,,,225,,,,,466
31-Mar-2015,Belfast,Orthodontics,Acute Services,74,5,,0,0,0,,,,,,,,,0,,,,,79
31-Mar-2015,Belfast,Neurosurgery,Acute Services,267,107,,80,40,66,,,,,,,,,264,,,,,824
31-Mar-2015,Belfast,Plastic Surgery,Acute Services,65,32,,22,16,10,,,,,,,,,15,,,,,160
31-Mar-2015,Belfast,Cardiac Surgery,Acute Services,50,3,,0,0,0,,,,,,,,,0,,,,,53
31-Mar-2015,Belfast,Paediatric Surgery,Acute Services,311,136,,119,21,56,,,,,,,,,54,,,,,697
31-Mar-2015,Belfast,Thoracic Surgery,Acute Services,44,0,,0,0,0,,,,,,,,,0,,,,,44
31-Mar-2015,Belfast,Pain Management,Acute Services,393,99,,35,8,8,,,,,,,,,5,,,,,548
31-Mar-2015,Belfast,General Medicine,Acute Services,529,187,,107,68,126,,,,,,,,,923,,,,,"1,940"
31-Mar-2015,Belfast,Gastroenterology,Acute Services,884,300,,244,157,232,,,,,,,,,"2,778",,,,,"4,595"
31-Mar-2015,Belfast,Endocrinology,Acute Services,303,96,,32,14,18,,,,,,,,,35,,,,,498
31-Mar-2015,Belfast,Haematology (Clinical),Acute Services,196,16,,0,0,0,,,,,,,,,2,,,,,214
31-Mar-2015,Belfast,Clinical Genetics,Acute Services,294,96,,83,41,61,,,,,,,,,253,,,,,828
31-Mar-2015,Belfast,Rehabilitation,Acute Services,23,8,,3,0,0,,,,,,,,,0,,,,,34
31-Mar-2015,Belfast,Palliative Medicine,Acute Services,8,0,,0,1,1,,,,,,,,,0,,,,,10
31-Mar-2015,Belfast,Cardiology,Acute Services,"1,086",446,,297,151,144,,,,,,,,,520,,,,,"2,644"
31-Mar-2015,Belfast,Dermatology,Acute Services,972,265,,191,95,134,,,,,,,,,159,,,,,"1,816"
31-Mar-2015,Belfast,Thoracic Medicine,Acute Services,505,136,,128,80,100,,,,,,,,,818,,,,,"1,767"
31-Mar-2015,Belfast,Nephrology,Acute Services,187,51,,15,19,22,,,,,,,,,1,,,,,295
31-Mar-2015,Belfast,Medical Oncology,Acute Services,57,0,,0,0,0,,,,,,,,,0,,,,,57
31-Mar-2015,Belfast,Neurology,Acute Services,745,295,,250,167,177,,,,,,,,,"2,922",,,,,"4,556"
31-Mar-2015,Belfast,Rheumatology,Acute Services,498,188,,166,88,121,,,,,,,,,"1,243",,,,,"2,304"
31-Mar-2015,Belfast,Paediatrics,Acute Services,"1,140",368,,125,72,108,,,,,,,,,695,,,,,"2,508"
31-Mar-2015,Belfast,Paediatric Neurology,Acute Services,38,21,,5,10,12,,,,,,,,,77,,,,,163
31-Mar-2015,Belfast,Geriatric Medicine,Elderly Care,260,97,,75,34,45,,,,,,,,,99,,,,,610
31-Mar-2015,Belfast,Dental Medicine Specialties,Acute Services,229,66,,83,34,88,,,,,,,,,47,,,,,547
31-Mar-2015,Belfast,Gynaecology,Acute Services,"1,599",581,,387,160,220,,,,,,,,,"1,070",,,,,"4,017"
31-Mar-2015,Belfast,Learning Disability,Learning Disability,55,15,,1,1,0,,,,,,,,,3,,,,,75
31-Mar-2015,Belfast,Old Age Psychiatry,Elderly Care,181,44,,17,2,0,,,,,,,,,3,,,,,247
31-Mar-2015,Belfast,Clinical Oncology,Acute Services,114,1,,2,1,0,,,,,,,,,0,,,,,118
31-Mar-2015,Belfast,Joint Consultant Clinics,Acute Services,106,6,,0,0,0,,,,,,,,,1,,,,,113
31-Mar-2015,Northern,General Surgery,Acute Services,"1,554",445,,308,163,290,,,,,,,,,"2,023",,,,,"4,783"
31-Mar-2015,Northern,Urology,Acute Services,188,67,,43,32,41,,,,,,,,,250,,,,,621
31-Mar-2015,Northern,ENT,Acute Services,"1,234",484,,428,251,365,,,,,,,,,"1,288",,,,,"4,050"
31-Mar-2015,Northern,Orthodontics,Acute Services,44,21,,15,10,13,,,,,,,,,1,,,,,104
31-Mar-2015,Northern,Pain Management,Acute Services,207,99,,100,67,90,,,,,,,,,404,,,,,967
31-Mar-2015,Northern,General Medicine,Acute Services,266,94,,34,30,36,,,,,,,,,254,,,,,714
31-Mar-2015,Northern,Gastroenterology,Acute Services,653,279,,238,140,218,,,,,,,,,"1,842",,,,,"3,370"
31-Mar-2015,Northern,Haematology (Clinical),Acute Services,76,26,,4,1,0,,,,,,,,,0,,,,,107
31-Mar-2015,Northern,Cardiology,Acute Services,641,201,,116,31,0,,,,,,,,,0,,,,,989
31-Mar-2015,Northern,Dermatology,Acute Services,675,171,,118,56,98,,,,,,,,,792,,,,,"1,910"
31-Mar-2015,Northern,Thoracic Medicine,Acute Services,368,116,,81,49,76,,,,,,,,,281,,,,,971
31-Mar-2015,Northern,Nephrology,Acute Services,67,2,,0,0,0,,,,,,,,,0,,,,,69
31-Mar-2015,Northern,Neurology,Acute Services,155,64,,48,53,71,,,,,,,,,268,,,,,659
31-Mar-2015,Northern,Rheumatology,Acute Services,395,131,,123,85,107,,,,,,,,,323,,,,,"1,164"
31-Mar-2015,Northern,Paediatrics,Acute Services,774,181,,27,3,0,,,,,,,,,0,,,,,985
31-Mar-2015,Northern,Geriatric Medicine,Elderly Care,105,33,,4,1,0,,,,,,,,,0,,,,,143
31-Mar-2015,Northern,Gynaecology,Acute Services,"1,233",473,,401,261,344,,,,,,,,,793,,,,,"3,505"
31-Mar-2015,Northern,Chemical Pathology,Acute Services,18,4,,0,0,0,,,,,,,,,0,,,,,22
31-Mar-2015,Northern,Joint Consultant Clinics,Acute Services,8,0,,0,0,0,,,,,,,,,0,,,,,8
31-Mar-2015,South Eastern,General Surgery,Acute Services,"1,384",464,,267,142,47,,,,,,,,,23,,,,,"2,327"
31-Mar-2015,South Eastern,Urology,Acute Services,387,119,,91,62,102,,,,,,,,,"1,460",,,,,"2,221"
31-Mar-2015,South Eastern,T & O Surgery,Acute Services,199,1,,1,0,0,,,,,,,,,0,,,,,201
31-Mar-2015,South Eastern,ENT,Acute Services,"1,450",682,,570,319,484,,,,,,,,,"2,202",,,,,"5,707"
31-Mar-2015,South Eastern,Ophthalmology,Acute Services,749,312,,204,116,171,,,,,,,,,"1,082",,,,,"2,634"
31-Mar-2015,South Eastern,Oral Surgery,Acute Services,740,343,,277,163,245,,,,,,,,,"1,666",,,,,"3,434"
31-Mar-2015,South Eastern,Plastic Surgery,Acute Services,598,248,,197,105,134,,,,,,,,,428,,,,,"1,710"
31-Mar-2015,South Eastern,Paediatric Surgery,Acute Services,159,5,,4,0,0,,,,,,,,,0,,,,,168
31-Mar-2015,South Eastern,Pain Management,Acute Services,224,111,,70,40,9,,,,,,,,,0,,,,,454
31-Mar-2015,South Eastern,General Medicine,Acute Services,911,301,,220,145,166,,,,,,,,,688,,,,,"2,431"
31-Mar-2015,South Eastern,Gastroenterology,Acute Services,72,23,,18,15,13,,,,,,,,,80,,,,,221
31-Mar-2015,South Eastern,Endocrinology,Acute Services,31,14,,13,9,16,,,,,,,,,24,,,,,107
31-Mar-2015,South Eastern,Haematology (Clinical),Acute Services,99,10,,1,0,0,,,,,,,,,0,,,,,110
31-Mar-2015,South Eastern,Cardiology,Acute Services,542,177,,145,99,136,,,,,,,,,515,,,,,"1,614"
31-Mar-2015,South Eastern,Dermatology,Acute Services,874,220,,176,131,227,,,,,,,,,"1,285",,,,,"2,913"
31-Mar-2015,South Eastern,Thoracic Medicine,Acute Services,324,108,,80,60,55,,,,,,,,,197,,,,,824
31-Mar-2015,South Eastern,Nephrology,Acute Services,38,2,,0,2,0,,,,,,,,,0,,,,,42
31-Mar-2015,South Eastern,Neurology,Acute Services,266,129,,104,76,89,,,,,,,,,472,,,,,"1,136"
31-Mar-2015,South Eastern,Rheumatology,Acute Services,371,168,,154,88,120,,,,,,,,,749,,,,,"1,650"
31-Mar-2015,South Eastern,Paediatrics,Acute Services,384,137,,108,65,85,,,,,,,,,407,,,,,"1,186"
31-Mar-2015,South Eastern,Geriatric Medicine,Elderly Care,156,20,,16,15,19,,,,,,,,,11,,,,,237
31-Mar-2015,South Eastern,Gynaecology,Acute Services,900,384,,309,174,306,,,,,,,,,"1,707",,,,,"3,780"
31-Mar-2015,South Eastern,Old Age Psychiatry,Elderly Care,181,69,,66,30,34,,,,,,,,,56,,,,,436
31-Mar-2015,Southern,General Surgery,Acute Services,"1,881",678,,643,295,296,,,,,,,,,110,,,,,"3,903"
31-Mar-2015,Southern,Urology,Acute Services,481,146,,98,83,121,,,,,,,,,853,,,,,"1,782"
31-Mar-2015,Southern,T & O Surgery,Acute Services,690,174,,187,104,128,,,,,,,,,606,,,,,"1,889"
31-Mar-2015,Southern,ENT,Acute Services,"1,570",617,,604,371,493,,,,,,,,,852,,,,,"4,507"
31-Mar-2015,Southern,Ophthalmology,Acute Services,688,316,,220,144,227,,,,,,,,,"2,426",,,,,"4,021"
31-Mar-2015,Southern,Oral Surgery,Acute Services,23,13,,6,1,15,,,,,,,,,39,,,,,97
31-Mar-2015,Southern,Paediatric Dentistry,Acute Services,7,2,,0,0,0,,,,,,,,,0,,,,,9
31-Mar-2015,Southern,Orthodontics,Acute Services,16,0,,0,0,0,,,,,,,,,0,,,,,16
31-Mar-2015,Southern,Anaesthetics,Acute Services,12,2,,2,0,0,,,,,,,,,0,,,,,16
31-Mar-2015,Southern,Pain Management,Acute Services,211,108,,95,64,89,,,,,,,,,178,,,,,745
31-Mar-2015,Southern,General Medicine,Acute Services,145,23,,9,13,7,,,,,,,,,9,,,,,206
31-Mar-2015,Southern,Gastroenterology,Acute Services,402,160,,147,100,128,,,,,,,,,71,,,,,"1,008"
31-Mar-2015,Southern,Endocrinology,Acute Services,203,79,,72,37,42,,,,,,,,,119,,,,,552
31-Mar-2015,Southern,Haematology (Clinical),Acute Services,97,18,,14,8,13,,,,,,,,,10,,,,,160
31-Mar-2015,Southern,Palliative Medicine,Acute Services,25,2,,0,0,0,,,,,,,,,0,,,,,27
31-Mar-2015,Southern,Cardiology,Acute Services,579,172,,205,140,173,,,,,,,,,442,,,,,"1,711"
31-Mar-2015,Southern,Dermatology,Acute Services,902,307,,182,155,200,,,,,,,,,"1,042",,,,,"2,788"
31-Mar-2015,Southern,Thoracic Medicine,Acute Services,270,99,,113,58,74,,,,,,,,,124,,,,,738
31-Mar-2015,Southern,Genito-Urinary Medicine,Acute Services,51,0,,0,0,0,,,,,,,,,0,,,,,51
31-Mar-2015,Southern,Nephrology,Acute Services,21,1,,0,0,0,,,,,,,,,0,,,,,22
31-Mar-2015,Southern,Medical Oncology,Acute Services,2,0,,0,0,0,,,,,,,,,0,,,,,2
31-Mar-2015,Southern,Neurology,Acute Services,297,114,,117,79,119,,,,,,,,,407,,,,,"1,133"
31-Mar-2015,Southern,Rheumatology,Acute Services,262,103,,69,46,77,,,,,,,,,465,,,,,"1,022"
