income,type,rate,label,label2
64600,plus_child_benefit_withdrawal,0.5325799999999999,+ Child Benefit Withdrawal,+ Child Benefit Withdrawal
64600,plus_student_loans,0.68258,+ Student Loans,+ Student Loans
64700,income_tax,0.4,Income Tax,Income Tax
64700,plus_nics,0.42,+ National Insurance,Income Tax + NIC
64700,plus_PA_withdrawl,0.42,+ Personal Allowance Withdrawal,Income Tax + NIC + Taper
64700,plus_child_benefit_withdrawal,0.5325799999999999,+ Child Benefit Withdrawal,+ Child Benefit Withdrawal
64700,plus_student_loans,0.68258,+ Student Loans,+ Student Loans
64800,income_tax,0.4,Income Tax,Income Tax
64800,plus_nics,0.42,+ National Insurance,Income Tax + NIC
64800,plus_PA_withdrawl,0.42,+ Personal Allowance Withdrawal,Income Tax + NIC + Taper
64800,plus_child_benefit_withdrawal,0.5325799999999999,+ Child Benefit Withdrawal,+ Child Benefit Withdrawal
64800,plus_student_loans,0.68258,+ Student Loans,+ Student Loans
64900,income_tax,0.4,Income Tax,Income Tax
64900,plus_nics,0.42,+ National Insurance,Income Tax + NIC
64900,plus_PA_withdrawl,0.42,+ Personal Allowance Withdrawal,Income Tax + NIC + Taper
64900,plus_child_benefit_withdrawal,0.5325799999999999,+ Child Benefit Withdrawal,+ Child Benefit Withdrawal
64900,plus_student_loans,0.68258,+ Student Loans,+ Student Loans
65000,income_tax,0.4,Income Tax,Income Tax
65000,plus_nics,0.42,+ National Insurance,Income Tax + NIC
65000,plus_PA_withdrawl,0.42,+ Personal Allowance Withdrawal,Income Tax + NIC + Taper
65000,plus_child_benefit_withdrawal,0.5325799999999999,+ Child Benefit Withdrawal,+ Child Benefit Withdrawal
65000,plus_student_loans,0.68258,+ Student Loans,+ Student Loans
65100,income_tax,0.4,Income Tax,Income Tax
65100,plus_nics,0.42,+ National Insurance,Income Tax + NIC
65100,plus_PA_withdrawl,0.42,+ Personal Allowance Withdrawal,Income Tax + NIC + Taper
65100,plus_child_benefit_withdrawal,0.5325799999999999,+ Child Benefit Withdrawal,+ Child Benefit Withdrawal
65100,plus_student_loans,0.68258,+ Student Loans,+ Student Loans
65200,income_tax,0.4,Income Tax,Income Tax
65200,plus_nics,0.42,+ National Insurance,Income Tax + NIC
65200,plus_PA_withdrawl,0.42,+ Personal Allowance Withdrawal,Income Tax + NIC + Taper
65200,plus_child_benefit_withdrawal,0.5325799999999999,+ Child Benefit Withdrawal,+ Child Benefit Withdrawal
65200,plus_student_loans,0.68258,+ Student Loans,+ Student Loans
65300,income_tax,0.4,Income Tax,Income Tax
65300,plus_nics,0.42,+ National Insurance,Income Tax + NIC
65300,plus_PA_withdrawl,0.42,+ Personal Allowance Withdrawal,Income Tax + NIC + Taper
65300,plus_child_benefit_withdrawal,0.5325799999999999,+ Child Benefit Withdrawal,+ Child Benefit Withdrawal
65300,plus_student_loans,0.68258,+ Student Loans,+ Student Loans
65400,income_tax,0.4,Income Tax,Income Tax
65400,plus_nics,0.42,+ National Insurance,Income Tax + NIC
65400,plus_PA_withdrawl,0.42,+ Personal Allowance Withdrawal,Income Tax + NIC + Taper
65400,plus_child_benefit_withdrawal,0.5325799999999999,+ Child Benefit Withdrawal,+ Child Benefit Withdrawal
65400,plus_student_loans,0.68258,+ Student Loans,+ Student Loans
65500,income_tax,0.4,Income Tax,Income Tax
65500,plus_nics,0.42,+ National Insurance,Income Tax + NIC
65500,plus_PA_withdrawl,0.42,+ Personal Allowance Withdrawal,Income Tax + NIC + Taper
65500,plus_child_benefit_withdrawal,0.5325799999999999,+ Child Benefit Withdrawal,+ Child Benefit Withdrawal
65500,plus_student_loans,0.68258,+ Student Loans,+ Student Loans
65600,income_tax,0.4,Income Tax,Income Tax
65600,plus_nics,0.42,+ National Insurance,Income Tax + NIC
65600,plus_PA_withdrawl,0.42,+ Personal Allowance Withdrawal,Income Tax + NIC + Taper
65600,plus_child_benefit_withdrawal,0.5325799999999999,+ Child Benefit Withdrawal,+ Child Benefit Withdrawal
65600,plus_student_loans,0.68258,+ Student Loans,+ Student Loans
65700,income_tax,0.4,Income Tax,Income Tax
65700,plus_nics,0.42,+ National Insurance,Income Tax + NIC
65700,plus_PA_withdrawl,0.42,+ Personal Allowance Withdrawal,Income Tax + NIC + Taper
65700,plus_child_benefit_withdrawal,0.5325799999999999,+ Child Benefit Withdrawal,+ Child Benefit Withdrawal
65700,plus_student_loans,0.68258,+ Student Loans,+ Student Loans
65800,income_tax,0.4,Income Tax,Income Tax
65800,plus_nics,0.42,+ National Insurance,Income Tax + NIC
65800,plus_PA_withdrawl,0.42,+ Personal Allowance Withdrawal,Income Tax + NIC + Taper
65800,plus_child_benefit_withdrawal,0.5325799999999999,+ Child Benefit Withdrawal,+ Child Benefit Withdrawal
65800,plus_student_loans,0.68258,+ Student Loans,+ Student Loans
65900,income_tax,0.4,Income Tax,Income Tax
65900,plus_nics,0.42,+ National Insurance,Income Tax + NIC
65900,plus_PA_withdrawl,0.42,+ Personal Allowance Withdrawal,Income Tax + NIC + Taper
65900,plus_child_benefit_withdrawal,0.5325799999999999,+ Child Benefit Withdrawal,+ Child Benefit Withdrawal
65900,plus_student_loans,0.68258,+ Student Loans,+ Student Loans
66000,income_tax,0.4,Income Tax,Income Tax
66000,plus_nics,0.42,+ National Insurance,Income Tax + NIC
66000,plus_PA_withdrawl,0.42,+ Personal Allowance Withdrawal,Income Tax + NIC + Taper
66000,plus_child_benefit_withdrawal,0.5325799999999999,+ Child Benefit Withdrawal,+ Child Benefit Withdrawal
66000,plus_student_loans,0.68258,+ Student Loans,+ Student Loans
66100,income_tax,0.4,Income Tax,Income Tax
66100,plus_nics,0.42,+ National Insurance,Income Tax + NIC
66100,plus_PA_withdrawl,0.42,+ Personal Allowance Withdrawal,Income Tax + NIC + Taper
66100,plus_child_benefit_withdrawal,0.5325799999999999,+ Child Benefit Withdrawal,+ Child Benefit Withdrawal
66100,plus_student_loans,0.68258,+ Student Loans,+ Student Loans
66200,income_tax,0.4,Income Tax,Income Tax
66200,plus_nics,0.42,+ National Insurance,Income Tax + NIC
66200,plus_PA_withdrawl,0.42,+ Personal Allowance Withdrawal,Income Tax + NIC + Taper
66200,plus_child_benefit_withdrawal,0.5325799999999999,+ Child Benefit Withdrawal,+ Child Benefit Withdrawal
66200,plus_student_loans,0.68258,+ Student Loans,+ Student Loans
66300,income_tax,0.4,Income Tax,Income Tax
66300,plus_nics,0.42,+ National Insurance,Income Tax + NIC
66300,plus_PA_withdrawl,0.42,+ Personal Allowance Withdrawal,Income Tax + NIC + Taper
66300,plus_child_benefit_withdrawal,0.5325799999999999,+ Child Benefit Withdrawal,+ Child Benefit Withdrawal
66300,plus_student_loans,0.68258,+ Student Loans,+ Student Loans
66400,income_tax,0.4,Income Tax,Income Tax
66400,plus_nics,0.42,+ National Insurance,Income Tax + NIC
66400,plus_PA_withdrawl,0.42,+ Personal Allowance Withdrawal,Income Tax + NIC + Taper
66400,plus_child_benefit_withdrawal,0.5325799999999999,+ Child Benefit Withdrawal,+ Child Benefit Withdrawal
66400,plus_student_loans,0.68258,+ Student Loans,+ Student Loans
66500,income_tax,0.4,Income Tax,Income Tax
66500,plus_nics,0.42,+ National Insurance,Income Tax + NIC
66500,plus_PA_withdrawl,0.42,+ Personal Allowance Withdrawal,Income Tax + NIC + Taper
66500,plus_child_benefit_withdrawal,0.5325799999999999,+ Child Benefit Withdrawal,+ Child Benefit Withdrawal
66500,plus_student_loans,0.68258,+ Student Loans,+ Student Loans
66600,income_tax,0.4,Income Tax,Income Tax
66600,plus_nics,0.42,+ National Insurance,Income Tax + NIC
66600,plus_PA_withdrawl,0.42,+ Personal Allowance Withdrawal,Income Tax + NIC + Taper
66600,plus_child_benefit_withdrawal,0.5325799999999999,+ Child Benefit Withdrawal,+ Child Benefit Withdrawal
66600,plus_student_loans,0.68258,+ Student Loans,+ Student Loans
66700,income_tax,0.4,Income Tax,Income Tax
66700,plus_nics,0.42,+ National Insurance,Income Tax + NIC
66700,plus_PA_withdrawl,0.42,+ Personal Allowance Withdrawal,Income Tax + NIC + Taper
66700,plus_child_benefit_withdrawal,0.5325799999999999,+ Child Benefit Withdrawal,+ Child Benefit Withdrawal
66700,plus_student_loans,0.68258,+ Student Loans,+ Student Loans
66800,income_tax,0.4,Income Tax,Income Tax
66800,plus_nics,0.42,+ National Insurance,Income Tax + NIC
66800,plus_PA_withdrawl,0.42,+ Personal Allowance Withdrawal,Income Tax + NIC + Taper
66800,plus_child_benefit_withdrawal,0.5325799999999999,+ Child Benefit Withdrawal,+ Child Benefit Withdrawal
66800,plus_student_loans,0.68258,+ Student Loans,+ Student Loans
66900,income_tax,0.4,Income Tax,Income Tax
66900,plus_nics,0.42,+ National Insurance,Income Tax + NIC
66900,plus_PA_withdrawl,0.42,+ Personal Allowance Withdrawal,Income Tax + NIC + Taper
66900,plus_child_benefit_withdrawal,0.5325799999999999,+ Child Benefit Withdrawal,+ Child Benefit Withdrawal
66900,plus_student_loans,0.68258,+ Student Loans,+ Student Loans
67000,income_tax,0.4,Income Tax,Income Tax
67000,plus_nics,0.42,+ National Insurance,Income Tax + NIC
67000,plus_PA_withdrawl,0.42,+ Personal Allowance Withdrawal,Income Tax + NIC + Taper
67000,plus_child_benefit_withdrawal,0.5325799999999999,+ Child Benefit Withdrawal,+ Child Benefit Withdrawal
67000,plus_student_loans,0.68258,+ Student Loans,+ Student Loans
67100,income_tax,0.4,Income Tax,Income Tax
67100,plus_nics,0.42,+ National Insurance,Income Tax + NIC
67100,plus_PA_withdrawl,0.42,+ Personal Allowance Withdrawal,Income Tax + NIC + Taper
67100,plus_child_benefit_withdrawal,0.5325799999999999,+ Child Benefit Withdrawal,+ Child Benefit Withdrawal
67100,plus_student_loans,0.68258,+ Student Loans,+ Student Loans
67200,income_tax,0.4,Income Tax,Income Tax
67200,plus_nics,0.42,+ National Insurance,Income Tax + NIC
67200,plus_PA_withdrawl,0.42,+ Personal Allowance Withdrawal,Income Tax + NIC + Taper
67200,plus_child_benefit_withdrawal,0.5325799999999999,+ Child Benefit Withdrawal,+ Child Benefit Withdrawal
67200,plus_student_loans,0.68258,+ Student Loans,+ Student Loans
67300,income_tax,0.4,Income Tax,Income Tax
67300,plus_nics,0.42,+ National Insurance,Income Tax + NIC
67300,plus_PA_withdrawl,0.42,+ Personal Allowance Withdrawal,Income Tax + NIC + Taper
67300,plus_child_benefit_withdrawal,0.5325799999999999,+ Child Benefit Withdrawal,+ Child Benefit Withdrawal
67300,plus_student_loans,0.68258,+ Student Loans,+ Student Loans
67400,income_tax,0.4,Income Tax,Income Tax
67400,plus_nics,0.42,+ National Insurance,Income Tax + NIC
67400,plus_PA_withdrawl,0.42,+ Personal Allowance Withdrawal,Income Tax + NIC + Taper
67400,plus_child_benefit_withdrawal,0.5325799999999999,+ Child Benefit Withdrawal,+ Child Benefit Withdrawal
67400,plus_student_loans,0.68258,+ Student Loans,+ Student Loans
67500,income_tax,0.4,Income Tax,Income Tax
67500,plus_nics,0.42,+ National Insurance,Income Tax + NIC
67500,plus_PA_withdrawl,0.42,+ Personal Allowance Withdrawal,Income Tax + NIC + Taper
67500,plus_child_benefit_withdrawal,0.5325799999999999,+ Child Benefit Withdrawal,+ Child Benefit Withdrawal
67500,plus_student_loans,0.68258,+ Student Loans,+ Student Loans
67600,income_tax,0.4,Income Tax,Income Tax
67600,plus_nics,0.42,+ National Insurance,Income Tax + NIC
67600,plus_PA_withdrawl,0.42,+ Personal Allowance Withdrawal,Income Tax + NIC + Taper
67600,plus_child_benefit_withdrawal,0.5325799999999999,+ Child Benefit Withdrawal,+ Child Benefit Withdrawal
67600,plus_student_loans,0.68258,+ Student Loans,+ Student Loans
67700,income_tax,0.4,Income Tax,Income Tax
67700,plus_nics,0.42,+ National Insurance,Income Tax + NIC
67700,plus_PA_withdrawl,0.42,+ Personal Allowance Withdrawal,Income Tax + NIC + Taper
67700,plus_child_benefit_withdrawal,0.5325799999999999,+ Child Benefit Withdrawal,+ Child Benefit Withdrawal
67700,plus_student_loans,0.68258,+ Student Loans,+ Student Loans
67800,income_tax,0.4,Income Tax,Income Tax
67800,plus_nics,0.42,+ National Insurance,Income Tax + NIC
67800,plus_PA_withdrawl,0.42,+ Personal Allowance Withdrawal,Income Tax + NIC + Taper
67800,plus_child_benefit_withdrawal,0.5325799999999999,+ Child Benefit Withdrawal,+ Child Benefit Withdrawal
67800,plus_student_loans,0.68258,+ Student Loans,+ Student Loans
67900,income_tax,0.4,Income Tax,Income Tax
67900,plus_nics,0.42,+ National Insurance,Income Tax + NIC
67900,plus_PA_withdrawl,0.42,+ Personal Allowance Withdrawal,Income Tax + NIC + Taper
67900,plus_child_benefit_withdrawal,0.5325799999999999,+ Child Benefit Withdrawal,+ Child Benefit Withdrawal
67900,plus_student_loans,0.68258,+ Student Loans,+ Student Loans
68000,income_tax,0.4,Income Tax,Income Tax
68000,plus_nics,0.42,+ National Insurance,Income Tax + NIC
68000,plus_PA_withdrawl,0.42,+ Personal Allowance Withdrawal,Income Tax + NIC + Taper
68000,plus_child_benefit_withdrawal,0.5325799999999999,+ Child Benefit Withdrawal,+ Child Benefit Withdrawal
68000,plus_student_loans,0.68258,+ Student Loans,+ Student Loans
68100,income_tax,0.4,Income Tax,Income Tax
68100,plus_nics,0.42,+ National Insurance,Income Tax + NIC
68100,plus_PA_withdrawl,0.42,+ Personal Allowance Withdrawal,Income Tax + NIC + Taper
68100,plus_child_benefit_withdrawal,0.5325799999999999,+ Child Benefit Withdrawal,+ Child Benefit Withdrawal
68100,plus_student_loans,0.68258,+ Student Loans,+ Student Loans
68200,income_tax,0.4,Income Tax,Income Tax
68200,plus_nics,0.42,+ National Insurance,Income Tax + NIC
68200,plus_PA_withdrawl,0.42,+ Personal Allowance Withdrawal,Income Tax + NIC + Taper
68200,plus_child_benefit_withdrawal,0.5325799999999999,+ Child Benefit Withdrawal,+ Child Benefit Withdrawal
68200,plus_student_loans,0.68258,+ Student Loans,+ Student Loans
68300,income_tax,0.4,Income Tax,Income Tax
68300,plus_nics,0.42,+ National Insurance,Income Tax + NIC
68300,plus_PA_withdrawl,0.42,+ Personal Allowance Withdrawal,Income Tax + NIC + Taper
68300,plus_child_benefit_withdrawal,0.5325799999999999,+ Child Benefit Withdrawal,+ Child Benefit Withdrawal
68300,plus_student_loans,0.68258,+ Student Loans,+ Student Loans
68400,income_tax,0.4,Income Tax,Income Tax
68400,plus_nics,0.42,+ National Insurance,Income Tax + NIC
68400,plus_PA_withdrawl,0.42,+ Personal Allowance Withdrawal,Income Tax + NIC + Taper
68400,plus_child_benefit_withdrawal,0.5325799999999999,+ Child Benefit Withdrawal,+ Child Benefit Withdrawal
68400,plus_student_loans,0.68258,+ Student Loans,+ Student Loans
68500,income_tax,0.4,Income Tax,Income Tax
68500,plus_nics,0.42,+ National Insurance,Income Tax + NIC
68500,plus_PA_withdrawl,0.42,+ Personal Allowance Withdrawal,Income Tax + NIC + Taper
68500,plus_child_benefit_withdrawal,0.5325799999999999,+ Child Benefit Withdrawal,+ Child Benefit Withdrawal
68500,plus_student_loans,0.68258,+ Student Loans,+ Student Loans
68600,income_tax,0.4,Income Tax,Income Tax
68600,plus_nics,0.42,+ National Insurance,Income Tax + NIC
68600,plus_PA_withdrawl,0.42,+ Personal Allowance Withdrawal,Income Tax + NIC + Taper
68600,plus_child_benefit_withdrawal,0.5325799999999999,+ Child Benefit Withdrawal,+ Child Benefit Withdrawal
68600,plus_student_loans,0.68258,+ Student Loans,+ Student Loans
68700,income_tax,0.4,Income Tax,Income Tax
68700,plus_nics,0.42,+ National Insurance,Income Tax + NIC
68700,plus_PA_withdrawl,0.42,+ Personal Allowance Withdrawal,Income Tax + NIC + Taper
68700,plus_child_benefit_withdrawal,0.5325799999999999,+ Child Benefit Withdrawal,+ Child Benefit Withdrawal
68700,plus_student_loans,0.68258,+ Student Loans,+ Student Loans
68800,income_tax,0.4,Income Tax,Income Tax
68800,plus_nics,0.42,+ National Insurance,Income Tax + NIC
68800,plus_PA_withdrawl,0.42,+ Personal Allowance Withdrawal,Income Tax + NIC + Taper
68800,plus_child_benefit_withdrawal,0.5325799999999999,+ Child Benefit Withdrawal,+ Child Benefit Withdrawal
68800,plus_student_loans,0.68258,+ Student Loans,+ Student Loans
68900,income_tax,0.4,Income Tax,Income Tax
68900,plus_nics,0.42,+ National Insurance,Income Tax + NIC
68900,plus_PA_withdrawl,0.42,+ Personal Allowance Withdrawal,Income Tax + NIC + Taper
68900,plus_child_benefit_withdrawal,0.5325799999999999,+ Child Benefit Withdrawal,+ Child Benefit Withdrawal
68900,plus_student_loans,0.68258,+ Student Loans,+ Student Loans
69000,income_tax,0.4,Income Tax,Income Tax
69000,plus_nics,0.42,+ National Insurance,Income Tax + NIC
69000,plus_PA_withdrawl,0.42,+ Personal Allowance Withdrawal,Income Tax + NIC + Taper
69000,plus_child_benefit_withdrawal,0.5325799999999999,+ Child Benefit Withdrawal,+ Child Benefit Withdrawal
69000,plus_student_loans,0.68258,+ Student Loans,+ Student Loans
69100,income_tax,0.4,Income Tax,Income Tax
69100,plus_nics,0.42,+ National Insurance,Income Tax + NIC
69100,plus_PA_withdrawl,0.42,+ Personal Allowance Withdrawal,Income Tax + NIC + Taper
69100,plus_child_benefit_withdrawal,0.5325799999999999,+ Child Benefit Withdrawal,+ Child Benefit Withdrawal
69100,plus_student_loans,0.68258,+ Student Loans,+ Student Loans
69200,income_tax,0.4,Income Tax,Income Tax
69200,plus_nics,0.42,+ National Insurance,Income Tax + NIC
69200,plus_PA_withdrawl,0.42,+ Personal Allowance Withdrawal,Income Tax + NIC + Taper
69200,plus_child_benefit_withdrawal,0.5325799999999999,+ Child Benefit Withdrawal,+ Child Benefit Withdrawal
69200,plus_student_loans,0.68258,+ Student Loans,+ Student Loans
69300,income_tax,0.4,Income Tax,Income Tax
69300,plus_nics,0.42,+ National Insurance,Income Tax + NIC
69300,plus_PA_withdrawl,0.42,+ Personal Allowance Withdrawal,Income Tax + NIC + Taper
69300,plus_child_benefit_withdrawal,0.5325799999999999,+ Child Benefit Withdrawal,+ Child Benefit Withdrawal
69300,plus_student_loans,0.68258,+ Student Loans,+ Student Loans
69400,income_tax,0.4,Income Tax,Income Tax
69400,plus_nics,0.42,+ National Insurance,Income Tax + NIC
69400,plus_PA_withdrawl,0.42,+ Personal Allowance Withdrawal,Income Tax + NIC + Taper
69400,plus_child_benefit_withdrawal,0.5325799999999999,+ Child Benefit Withdrawal,+ Child Benefit Withdrawal
69400,plus_student_loans,0.68258,+ Student Loans,+ Student Loans
69500,income_tax,0.4,Income Tax,Income Tax
69500,plus_nics,0.42,+ National Insurance,Income Tax + NIC
69500,plus_PA_withdrawl,0.42,+ Personal Allowance Withdrawal,Income Tax + NIC + Taper
69500,plus_child_benefit_withdrawal,0.5325799999999999,+ Child Benefit Withdrawal,+ Child Benefit Withdrawal
69500,plus_student_loans,0.68258,+ Student Loans,+ Student Loans
69600,income_tax,0.4,Income Tax,Income Tax
69600,plus_nics,0.42,+ National Insurance,Income Tax + NIC
69600,plus_PA_withdrawl,0.42,+ Personal Allowance Withdrawal,Income Tax + NIC + Taper
69600,plus_child_benefit_withdrawal,0.5325799999999999,+ Child Benefit Withdrawal,+ Child Benefit Withdrawal
69600,plus_student_loans,0.68258,+ Student Loans,+ Student Loans
69700,income_tax,0.4,Income Tax,Income Tax
69700,plus_nics,0.42,+ National Insurance,Income Tax + NIC
69700,plus_PA_withdrawl,0.42,+ Personal Allowance Withdrawal,Income Tax + NIC + Taper
69700,plus_child_benefit_withdrawal,0.5325799999999999,+ Child Benefit Withdrawal,+ Child Benefit Withdrawal
69700,plus_student_loans,0.68258,+ Student Loans,+ Student Loans
69800,income_tax,0.4,Income Tax,Income Tax
69800,plus_nics,0.42,+ National Insurance,Income Tax + NIC
69800,plus_PA_withdrawl,0.42,+ Personal Allowance Withdrawal,Income Tax + NIC + Taper
69800,plus_child_benefit_withdrawal,0.5325799999999999,+ Child Benefit Withdrawal,+ Child Benefit Withdrawal
69800,plus_student_loans,0.68258,+ Student Loans,+ Student Loans
69900,income_tax,0.4,Income Tax,Income Tax
69900,plus_nics,0.42,+ National Insurance,Income Tax + NIC
69900,plus_PA_withdrawl,0.42,+ Personal Allowance Withdrawal,Income Tax + NIC + Taper
69900,plus_child_benefit_withdrawal,0.5325799999999999,+ Child Benefit Withdrawal,+ Child Benefit Withdrawal
69900,plus_student_loans,0.68258,+ Student Loans,+ Student Loans
70000,income_tax,0.4,Income Tax,Income Tax
70000,plus_nics,0.42,+ National Insurance,Income Tax + NIC
70000,plus_PA_withdrawl,0.42,+ Personal Allowance Withdrawal,Income Tax + NIC + Taper
70000,plus_child_benefit_withdrawal,0.5325799999999999,+ Child Benefit Withdrawal,+ Child Benefit Withdrawal
70000,plus_student_loans,0.68258,+ Student Loans,+ Student Loans
70100,income_tax,0.4,Income Tax,Income Tax
70100,plus_nics,0.42,+ National Insurance,Income Tax + NIC
70100,plus_PA_withdrawl,0.42,+ Personal Allowance Withdrawal,Income Tax + NIC + Taper
70100,plus_child_benefit_withdrawal,0.5325799999999999,+ Child Benefit Withdrawal,+ Child Benefit Withdrawal
70100,plus_student_loans,0.68258,+ Student Loans,+ Student Loans
70200,income_tax,0.4,Income Tax,Income Tax
70200,plus_nics,0.42,+ National Insurance,Income Tax + NIC
70200,plus_PA_withdrawl,0.42,+ Personal Allowance Withdrawal,Income Tax + NIC + Taper
70200,plus_child_benefit_withdrawal,0.5325799999999999,+ Child Benefit Withdrawal,+ Child Benefit Withdrawal
70200,plus_student_loans,0.68258,+ Student Loans,+ Student Loans
70300,income_tax,0.4,Income Tax,Income Tax
70300,plus_nics,0.42,+ National Insurance,Income Tax + NIC
70300,plus_PA_withdrawl,0.42,+ Personal Allowance Withdrawal,Income Tax + NIC + Taper
70300,plus_child_benefit_withdrawal,0.5325799999999999,+ Child Benefit Withdrawal,+ Child Benefit Withdrawal
70300,plus_student_loans,0.68258,+ Student Loans,+ Student Loans
70400,income_tax,0.4,Income Tax,Income Tax
70400,plus_nics,0.42,+ National Insurance,Income Tax + NIC
70400,plus_PA_withdrawl,0.42,+ Personal Allowance Withdrawal,Income Tax + NIC + Taper
70400,plus_child_benefit_withdrawal,0.5325799999999999,+ Child Benefit Withdrawal,+ Child Benefit Withdrawal
70400,plus_student_loans,0.68258,+ Student Loans,+ Student Loans
70500,income_tax,0.4,Income Tax,Income Tax
70500,plus_nics,0.42,+ National Insurance,Income Tax + NIC
70500,plus_PA_withdrawl,0.42,+ Personal Allowance Withdrawal,Income Tax + NIC + Taper
70500,plus_child_benefit_withdrawal,0.5325799999999999,+ Child Benefit Withdrawal,+ Child Benefit Withdrawal
70500,plus_student_loans,0.68258,+ Student Loans,+ Student Loans
70600,income_tax,0.4,Income Tax,Income Tax
70600,plus_nics,0.42,+ National Insurance,Income Tax + NIC
70600,plus_PA_withdrawl,0.42,+ Personal Allowance Withdrawal,Income Tax + NIC + Taper
70600,plus_child_benefit_withdrawal,0.5325799999999999,+ Child Benefit Withdrawal,+ Child Benefit Withdrawal
70600,plus_student_loans,0.68258,+ Student Loans,+ Student Loans
70700,income_tax,0.4,Income Tax,Income Tax
70700,plus_nics,0.42,+ National Insurance,Income Tax + NIC
70700,plus_PA_withdrawl,0.42,+ Personal Allowance Withdrawal,Income Tax + NIC + Taper
70700,plus_child_benefit_withdrawal,0.5325799999999999,+ Child Benefit Withdrawal,+ Child Benefit Withdrawal
70700,plus_student_loans,0.68258,+ Student Loans,+ Student Loans
70800,income_tax,0.4,Income Tax,Income Tax
70800,plus_nics,0.42,+ National Insurance,Income Tax + NIC
70800,plus_PA_withdrawl,0.42,+ Personal Allowance Withdrawal,Income Tax + NIC + Taper
70800,plus_child_benefit_withdrawal,0.5325799999999999,+ Child Benefit Withdrawal,+ Child Benefit Withdrawal
70800,plus_student_loans,0.68258,+ Student Loans,+ Student Loans
70900,income_tax,0.4,Income Tax,Income Tax
70900,plus_nics,0.42,+ National Insurance,Income Tax + NIC
70900,plus_PA_withdrawl,0.42,+ Personal Allowance Withdrawal,Income Tax + NIC + Taper
70900,plus_child_benefit_withdrawal,0.5325799999999999,+ Child Benefit Withdrawal,+ Child Benefit Withdrawal
70900,plus_student_loans,0.68258,+ Student Loans,+ Student Loans
71000,income_tax,0.4,Income Tax,Income Tax
71000,plus_nics,0.42,+ National Insurance,Income Tax + NIC
71000,plus_PA_withdrawl,0.42,+ Personal Allowance Withdrawal,Income Tax + NIC + Taper
71000,plus_child_benefit_withdrawal,0.5325799999999999,+ Child Benefit Withdrawal,+ Child Benefit Withdrawal
71000,plus_student_loans,0.68258,+ Student Loans,+ Student Loans
71100,income_tax,0.4,Income Tax,Income Tax
71100,plus_nics,0.42,+ National Insurance,Income Tax + NIC
71100,plus_PA_withdrawl,0.42,+ Personal Allowance Withdrawal,Income Tax + NIC + Taper
71100,plus_child_benefit_withdrawal,0.5325799999999999,+ Child Benefit Withdrawal,+ Child Benefit Withdrawal
71100,plus_student_loans,0.68258,+ Student Loans,+ Student Loans
71200,income_tax,0.4,Income Tax,Income Tax
71200,plus_nics,0.42,+ National Insurance,Income Tax + NIC
71200,plus_PA_withdrawl,0.42,+ Personal Allowance Withdrawal,Income Tax + NIC + Taper
71200,plus_child_benefit_withdrawal,0.5325799999999999,+ Child Benefit Withdrawal,+ Child Benefit Withdrawal
71200,plus_student_loans,0.68258,+ Student Loans,+ Student Loans
71300,income_tax,0.4,Income Tax,Income Tax
71300,plus_nics,0.42,+ National Insurance,Income Tax + NIC
71300,plus_PA_withdrawl,0.42,+ Personal Allowance Withdrawal,Income Tax + NIC + Taper
71300,plus_child_benefit_withdrawal,0.5325799999999999,+ Child Benefit Withdrawal,+ Child Benefit Withdrawal
71300,plus_student_loans,0.68258,+ Student Loans,+ Student Loans
71400,income_tax,0.4,Income Tax,Income Tax
71400,plus_nics,0.42,+ National Insurance,Income Tax + NIC
71400,plus_PA_withdrawl,0.42,+ Personal Allowance Withdrawal,Income Tax + NIC + Taper
71400,plus_child_benefit_withdrawal,0.5325799999999999,+ Child Benefit Withdrawal,+ Child Benefit Withdrawal
71400,plus_student_loans,0.68258,+ Student Loans,+ Student Loans
71500,income_tax,0.4,Income Tax,Income Tax
71500,plus_nics,0.42,+ National Insurance,Income Tax + NIC
71500,plus_PA_withdrawl,0.42,+ Personal Allowance Withdrawal,Income Tax + NIC + Taper
71500,plus_child_benefit_withdrawal,0.5325799999999999,+ Child Benefit Withdrawal,+ Child Benefit Withdrawal
71500,plus_student_loans,0.68258,+ Student Loans,+ Student Loans
71600,income_tax,0.4,Income Tax,Income Tax
71600,plus_nics,0.42,+ National Insurance,Income Tax + NIC
71600,plus_PA_withdrawl,0.42,+ Personal Allowance Withdrawal,Income Tax + NIC + Taper
71600,plus_child_benefit_withdrawal,0.5325799999999999,+ Child Benefit Withdrawal,+ Child Benefit Withdrawal
71600,plus_student_loans,0.68258,+ Student Loans,+ Student Loans
71700,income_tax,0.4,Income Tax,Income Tax
71700,plus_nics,0.42,+ National Insurance,Income Tax + NIC
71700,plus_PA_withdrawl,0.42,+ Personal Allowance Withdrawal,Income Tax + NIC + Taper
71700,plus_child_benefit_withdrawal,0.5325799999999999,+ Child Benefit Withdrawal,+ Child Benefit Withdrawal
71700,plus_student_loans,0.68258,+ Student Loans,+ Student Loans
71800,income_tax,0.4,Income Tax,Income Tax
71800,plus_nics,0.42,+ National Insurance,Income Tax + NIC
71800,plus_PA_withdrawl,0.42,+ Personal Allowance Withdrawal,Income Tax + NIC + Taper
71800,plus_child_benefit_withdrawal,0.5325799999999999,+ Child Benefit Withdrawal,+ Child Benefit Withdrawal
71800,plus_student_loans,0.68258,+ Student Loans,+ Student Loans
